54	44
-16	15
60	-81
-10	-61
-27	15
-91	7
-28	-44
-87	63
12	-82
-2	-59
88	54
-14	51
17	-31
-98	-95
84	-15
-26	-9
-3	-2
-86	-23
-98	-68
15	7
40	28
-64	58
-18	-72
-4	36
-7	3
-58	-87
-54	28
-13	80
-62	-94
-63	-25
-81	-24
22	-78
-34	88
1	9
-85	-5
7	66
-87	6
-67	-65
39	-55
-14	-19
-8	-98
40	-2
-42	98
5	-20
-75	16
-3	-90
38	-8
-93	-30
-33	17
62	63
6	-5
-47	-22
52	-33
-18	39
70	66
-22	-50
-82	13
-50	-91
-80	-87
-44	-44
-17	-23
-77	89
5	9
-34	-52
-66	80
-5	89
-27	-41
82	52
-39	-5
0	95
0	25
44	35
-34	-17
12	81
75	11
-49	82
-48	57
4	-35
41	38
-94	45
-30	-42
23	-4
-86	-10
-1	29
63	-39
-99	-23
91	40
-43	-94
64	80
-42	-14
-28	75
32	20
-80	33
92	19
-88	-60
94	-43
-82	-8
51	85
-68	-56
26	59
-32	25
24	-94
-73	-22
-51	-21
44	72
35	90
25	14
-17	-45
5	20
73	-3
-81	37
52	20
-74	-83
20	-72
82	52
63	-74
-30	35
21	94
-62	19
44	-15
42	50
73	59
-10	69
11	28
-46	-41
-89	34
61	-28
67	-31
-77	-50
15	19
-59	-28
-56	-83
5	-48
-36	77
-23	-41
92	-25
-52	-15
-38	39
-33	-78
-40	-68
-15	-35
-30	38
-19	-52
69	-21
-19	39
-93	-45
92	50
36	-76
-10	83
88	-31
49	-25
6	-64
-71	-31
-34	26
-68	89
-84	94
98	-66
90	-22
84	-25
-80	1
35	-86
-70	-7
-44	-72
38	74
37	1
-55	54
75	67
-5	-80
42	-75
22	47
-76	-81
28	-24
-60	98
51	-8
-25	27
98	62
-12	-20
-11	-30
-52	0
-9	-53
29	-13
72	-19
-83	-2
-39	-8
53	-15
93	76
2	70
-10	18
62	35
49	17
14	-79
-59	3
-39	-26
-35	36
42	77
36	38
84	-4
-3	4
48	3
-53	74
-75	-35
50	69
-65	6
-4	88
-52	69
7	-56
-89	-43
73	26
-90	22
18	75
-3	26
-80	-43
-46	-48
38	-71
-63	92
-74	85
49	-76
-3	-64
40	-29
-13	67
-22	-98
-99	-40
-15	-97
71	60
-44	12
-81	26
4	31
-71	-42
83	57
-75	53
23	39
-46	2
1	70
17	-42
-70	25
30	1
68	39
-48	-5
15	6
7	74
63	-11
75	-44
-55	6
29	9
21	64
35	-34
56	21
-37	25
-42	26
64	-1
10	34
-74	67
71	46
3	98
-21	-65
-88	95
-87	-33
80	62
-53	64
56	15
60	-35
-84	-16
-22	-1
-80	-42
-42	54
74	-9
34	-81
-25	42
5	-93
-10	78
-14	81
-99	-14
1	-28
-37	-93
-17	-40
-76	52
-42	39
-87	75
3	31
71	64
74	57
-37	-69
67	-12
41	18
53	-44
-62	-74
98	-36
-24	-78
92	62
-82	67
-96	-48
-78	-81
-66	-96
-39	98
12	-94
81	-88
-42	74
73	8
81	20
43	-80
-44	-41
-31	-24
-71	19
39	32
2	-66
45	-41
-45	89
18	-86
-16	-94
-39	71
73	52
-59	-9
-5	84
-29	-43
-90	-51
-91	-41
41	63
42	-39
-47	82
73	33
39	44
2	3
28	52
-69	68
-31	-2
-73	-27
79	90
79	76
-71	68
-10	99
-35	-37
80	20
23	-53
-51	2
-48	-21
-6	30
56	-42
-34	34
-82	36
2	56
-58	5
-12	-15
-70	-99
49	-54
-6	-14
64	87
-74	24
23	29
70	-6
-18	72
20	74
-10	59
79	5
66	94
98	-44
-59	-60
6	98
34	-97
-66	-23
-42	82
-57	47
-50	-17
-9	-53
53	-38
-80	-20
77	-67
-60	8
-4	14
48	-29
40	-72
-51	81
73	12
64	39
0	-80
-60	41
-49	-94
73	62
47	65
10	73
-14	88
13	-83
65	-57
-28	75
-83	49
-42	11
-44	-13
3	-81
74	-12
13	97
-52	33
-32	-3
0	11
91	78
27	1
-97	3
-99	32
-48	3
-76	43
67	29
56	68
