55	45
-16	16
61	-80
-10	-61
-26	16
-91	8
-28	-43
-87	64
12	-82
-2	-59
88	55
-13	51
18	-31
-98	-95
84	-14
-25	-8
-2	-2
-86	-22
-98	-68
15	7
40	29
-64	59
-17	-72
-3	37
-6	4
-57	-86
-53	29
-13	80
-62	-94
-62	-25
-80	-24
23	-78
-34	89
1	9
-85	-5
8	66
-87	7
-67	-65
39	-55
-14	-19
-7	-98
40	-1
-42	98
5	-19
-74	17
-3	-90
39	-7
-93	-29
-33	18
62	63
6	-4
-47	-22
53	-32
-17	40
71	66
-21	-49
-81	14
-50	-91
-79	-87
-44	-44
-16	-22
-76	89
6	10
-33	-51
-65	80
-4	89
-27	-41
82	53
-38	-4
1	95
1	25
44	36
-33	-16
13	82
75	11
-48	82
-47	58
5	-34
41	39
-94	45
-29	-41
24	-3
-86	-9
0	30
63	-39
-99	-22
91	40
-42	-94
64	80
-42	-13
-28	75
33	21
-80	34
93	20
-88	-60
94	-43
-82	-7
51	85
-68	-55
26	59
-31	26
25	-94
-72	-21
-51	-21
44	73
36	90
26	15
-16	-44
6	21
73	-2
-81	37
52	20
-74	-82
21	-71
82	53
64	-73
-29	36
22	94
-61	20
44	-15
43	51
73	59
-9	70
12	28
-46	-41
-89	35
61	-27
68	-30
-77	-49
16	20
-58	-28
-56	-83
6	-48
-35	77
-22	-41
93	-24
-51	-14
-37	39
-32	-77
-40	-68
-14	-35
-29	38
-19	-51
70	-21
-18	40
-93	-45
92	50
37	-76
-9	83
88	-30
49	-24
7	-63
-71	-31
-33	27
-68	89
-84	94
98	-65
91	-22
84	-25
-80	1
35	-86
-70	-6
-44	-72
39	75
37	2
-54	55
75	67
-4	-80
43	-75
23	48
-76	-80
29	-23
-59	98
52	-7
-24	27
98	63
-12	-19
-10	-30
-52	1
-9	-53
29	-12
72	-18
-83	-1
-38	-7
53	-14
93	77
3	70
-9	18
63	36
50	18
14	-79
-59	3
-38	-26
-34	37
42	77
36	38
85	-4
-2	4
49	3
-53	74
-75	-35
51	69
-64	7
-3	88
-52	70
7	-55
-89	-43
73	26
-90	23
19	75
-2	27
-80	-43
-45	-48
38	-71
-62	93
-73	85
49	-76
-2	-63
40	-28
-13	67
-22	-98
-99	-39
-14	-97
71	61
-43	13
-80	27
5	32
-70	-41
83	58
-75	54
24	39
-45	3
2	70
18	-42
-70	25
31	2
68	40
-48	-5
15	7
7	74
64	-10
75	-43
-55	7
30	9
21	65
35	-33
56	22
-37	26
-41	27
65	0
11	34
-74	67
72	46
4	98
-20	-65
-88	95
-87	-32
80	63
-52	65
56	15
61	-34
-84	-15
-21	0
-79	-42
-42	54
75	-8
34	-80
-24	43
6	-93
-9	78
-13	81
-99	-14
2	-27
-37	-93
-17	-39
-76	52
-41	39
-87	76
4	32
71	64
74	58
-36	-68
67	-11
41	19
54	-44
-62	-73
98	-35
-24	-77
92	62
-81	67
-96	-48
-78	-81
-66	-96
-39	98
13	-94
81	-87
-42	74
73	9
81	21
43	-80
-43	-40
-30	-23
-71	20
39	33
3	-66
45	-41
-44	89
19	-86
-15	-94
-38	71
73	52
-59	-9
-4	84
-28	-42
-90	-51
-91	-40
42	63
42	-38
-46	82
73	33
40	45
3	4
28	52
-68	68
-31	-2
-73	-26
79	91
79	77
-71	68
-9	99
-34	-37
80	21
24	-52
-51	3
-47	-20
-5	31
57	-42
-34	34
-82	36
2	56
-57	6
-12	-14
-70	-99
50	-53
-5	-14
64	87
-74	25
24	30
71	-6
-18	72
21	75
-9	60
80	5
67	94
98	-43
-59	-59
7	98
35	-97
-66	-23
-42	82
-57	47
-50	-17
-8	-52
54	-37
-80	-20
78	-66
-59	9
-3	15
48	-29
41	-72
-51	81
73	13
64	39
1	-80
-60	42
-48	-94
73	62
48	66
11	73
-14	88
13	-83
65	-57
-28	75
-83	49
-42	11
-44	-13
3	-81
74	-12
13	97
-52	33
-32	-3
0	11
91	78
27	1
-97	3
-99	32
-48	3
-76	43
67	29
56	68
